,0
0,0.375
1,0.3875
2,0.35
3,0.45625
4,0.5
5,0.5416666666666666
6,0.5071428571428571
7,0.471875
8,0.46944444444444444
9,0.48
10,1.975
11,1.8375
12,1.7166666666666666
13,1.59375
14,1.46
15,1.5083333333333333
16,1.475
17,1.40625
18,1.4055555555555554
19,1.48
20,1.375
21,1.3375
22,1.3583333333333334
23,1.55
24,1.77
25,1.8416666666666666
26,1.8178571428571428
27,1.775
28,1.7027777777777777
29,1.7275
30,1.025
31,1.5
32,1.5916666666666666
33,1.5625
34,1.485
35,1.5166666666666666
36,1.5
37,1.434375
38,1.55
39,1.615
40,1.05
41,1.35
42,1.4
43,1.40625
44,1.46
45,1.5291666666666666
46,1.5107142857142857
47,1.5
48,1.5944444444444446
49,1.6675
50,2.125
51,1.8875
52,1.7583333333333333
53,1.775
54,1.73
55,1.7916666666666667
56,1.7678571428571428
57,1.825
58,1.7916666666666667
59,1.835
60,2.75
61,2.075
62,1.875
63,1.90625
64,1.775
65,1.8708333333333333
66,1.8107142857142857
67,1.809375
68,1.8138888888888889
69,1.7825
70,1.375
71,1.825
72,1.7833333333333334
73,2.10625
74,2.165
75,2.1791666666666667
76,2.1464285714285714
77,2.146875
78,2.2083333333333335
79,2.205
80,1.3
81,1.625
82,2.1
83,1.91875
84,1.76
85,1.7708333333333333
86,1.6571428571428573
87,1.76875
88,1.7444444444444445
89,1.7675
90,2.175
91,2.2375
92,2.25
93,2.34375
94,2.265
95,2.2958333333333334
96,2.4535714285714287
97,2.434375
98,2.441666666666667
99,2.415
100,1.925
101,1.7875
102,2.0416666666666665
103,2.0125
104,2.005
105,2.058333333333333
106,2.0035714285714286
107,2.1
108,2.066666666666667
109,2.1225
110,3.975
111,3.2625
112,3.2583333333333333
113,3.3125
114,3.34
115,3.2375
116,3.217857142857143
117,3.203125
118,3.2694444444444444
119,3.1675
120,4.05
121,4.4
122,4.341666666666667
123,4.20625
124,4.175
125,4.204166666666667
126,4.2
127,4.215625
128,4.227777777777778
129,4.18
130,4.95
131,5.1625
132,5.041666666666667
133,5.2375
134,5.07
135,5.133333333333334
136,5.1535714285714285
137,5.096875
138,4.933333333333334
139,4.8875
140,4.875
141,4.7625
142,5.05
143,5.0
144,5.1
145,5.0875
146,5.05
147,4.94375
148,5.002777777777778
149,4.9675
150,5.35
151,4.85
152,4.825
153,5.0625
154,4.92
155,4.779166666666667
156,4.667857142857143
157,4.65625
158,4.633333333333334
159,4.685
160,5.0
161,4.325
162,4.608333333333333
163,4.79375
164,4.83
165,4.745833333333334
166,4.617857142857143
167,4.596875
168,4.569444444444445
169,4.675
170,5.475
171,5.45
172,5.191666666666666
173,4.9
174,4.64
175,4.608333333333333
176,4.610714285714286
177,4.628125
178,4.638888888888889
179,4.6875
180,3.3
181,3.7
182,3.9166666666666665
183,3.99375
184,4.16
185,4.316666666666666
186,4.428571428571429
187,4.4875
188,4.458333333333333
189,4.5125
190,4.4
191,4.25
192,4.158333333333333
193,4.275
194,4.25
195,4.329166666666667
196,4.339285714285714
197,4.390625
198,4.4222222222222225
199,4.3525
200,4.4
201,4.425
202,4.025
203,3.96875
204,4.035
205,4.183333333333334
206,4.135714285714286
207,4.165625
208,4.208333333333333
209,4.2025
210,4.3
211,4.625
212,4.558333333333334
213,4.6875
214,4.59
215,4.520833333333333
216,4.507142857142857
217,4.496875
218,4.444444444444445
219,4.4575
220,4.45
221,5.15
222,5.216666666666667
223,5.04375
224,4.95
225,4.816666666666666
226,4.814285714285714
227,4.740625
228,4.733333333333333
229,4.7025
230,4.975
231,4.7
232,4.741666666666666
233,4.7625
234,4.565
235,4.525
236,4.560714285714286
237,4.484375
238,4.469444444444444
239,4.4225
240,4.675
241,5.0625
242,4.941666666666666
243,4.79375
244,4.83
245,4.879166666666666
246,4.85
247,4.8
248,4.847222222222222
249,4.8775
250,4.175
251,4.675
252,4.308333333333334
253,4.55
254,4.625
255,4.579166666666667
256,4.539285714285715
257,4.48125
258,4.594444444444444
259,4.5325
260,4.675
261,4.65
262,4.491666666666666
263,4.5375
264,4.47
265,4.466666666666667
266,4.642857142857143
267,4.6875
268,4.725
269,4.71
270,4.2
271,4.7875
272,4.841666666666667
273,5.10625
274,4.99
275,4.970833333333333
276,4.892857142857143
277,4.809375
278,4.777777777777778
279,4.815
280,4.6
281,4.4375
282,4.408333333333333
283,4.55
284,4.47
285,4.483333333333333
286,4.45
287,4.534375
288,4.491666666666666
289,4.5575
290,4.725
291,4.9875
292,5.108333333333333
293,5.06875
294,4.88
295,4.916666666666667
296,5.0321428571428575
297,4.946875
298,4.975
299,4.125
